n_total,27107
n_saved_reported,8192
timclk,72000000
etr_count,27109

index,width_ticks,width_ns
5342,109,1513
5343,97,1347
5344,38,527
5345,105,1458
5346,117,1625
5347,80,1111
5348,117,1625
5349,119,1652
5350,133,1847
5351,116,1611
5352,116,1611
5353,131,1819
5354,98,1361
5355,122,1694
5356,113,1569
5357,117,1625
5358,110,1527
5359,88,1222
5360,130,1805
5361,130,1805
5362,117,1625
5363,117,1625
5364,123,1708
5365,96,1333
5366,85,1180
5367,102,1416
5368,95,1319
5369,110,1527
5370,112,1555
5371,113,1569
5372,114,1583
5373,114,1583
5374,102,1416
5375,85,1180
5376,133,1847
5377,111,1541
5378,123,1708
5379,114,1583
5380,130,1805
5381,133,1847
5382,129,1791
5383,97,1347
5384,79,1097
5385,104,1444
5386,124,1722
5387,91,1263
5388,134,1861
5389,112,1555
5390,137,1902
5391,93,1291
5392,192,2666
5393,119,1652
5394,124,1722
5395,101,1402
5396,97,1347
5397,112,1555
5398,94,1305
5399,95,1319
5400,110,1527
5401,85,1180
5402,87,1208
5403,135,1875
5404,106,1472
5405,109,1513
5406,127,1763
5407,113,1569
5408,104,1444
5409,122,1694
5410,122,1694
5411,106,1472
5412,121,1680
5413,81,1125
5414,156,2166
5415,95,1319
5416,109,1513
5417,101,1402
5418,95,1319
5419,100,1388
5420,110,1527
5421,104,1444
5422,125,1736
5423,77,1069
5424,102,1416
5425,103,1430
5426,127,1763
5427,151,2097
5428,87,1208
5429,83,1152
5430,123,1708
5431,127,1763
5432,110,1527
5433,129,1791
5434,84,1166
5435,88,1222
5436,126,1750
5437,89,1236
5438,88,1222
5439,99,1375
5440,112,1555
5441,114,1583
5442,108,1500
5443,103,1430
5444,129,1791
5445,133,1847
5446,150,2083
5447,119,1652
5448,136,1888
5449,81,1125
5450,112,1555
5451,95,1319
5452,103,1430
5453,107,1486
5454,91,1263
5455,121,1680
5456,98,1361
5457,107,1486
5458,113,1569
5459,100,1388
5460,110,1527
5461,125,1736
5462,154,2138
5463,93,1291
5464,126,1750
5465,88,1222
5466,112,1555
5467,107,1486
5468,139,1930
5469,141,1958
5470,102,1416
5471,146,2027
5472,105,1458
5473,99,1375
5474,107,1486
5475,113,1569
5476,112,1555
5477,98,1361
5478,106,1472
5479,96,1333
5480,132,1833
5481,87,1208
5482,103,1430
5483,98,1361
5484,116,1611
5485,102,1416
5486,80,1111
5487,113,1569
5488,127,1763
5489,80,1111
5490,112,1555
5491,125,1736
5492,87,1208
5493,132,1833
5494,121,1680
5495,94,1305
5496,104,1444
5497,112,1555
5498,119,1652
5499,83,1152
5500,81,1125
5501,111,1541
5502,117,1625
5503,124,1722
5504,121,1680
5505,97,1347
5506,95,1319
5507,114,1583
5508,100,1388
5509,116,1611
5510,121,1680
5511,117,1625
5512,115,1597
5513,127,1763
5514,110,1527
5515,107,1486
5516,124,1722
5517,127,1763
5518,97,1347
5519,143,1986
5520,113,1569
5521,100,1388
5522,97,1347
5523,94,1305
5524,105,1458
5525,99,1375
5526,113,1569
5527,90,1250
5528,84,1166
5529,96,1333
5530,93,1291
5531,126,1750
5532,109,1513
5533,111,1541
5534,131,1819
5535,98,1361
5536,72,1000
5537,126,1750
5538,97,1347
5539,125,1736
5540,116,1611
5541,117,1625
5542,87,1208
5543,99,1375
5544,119,1652
5545,135,1875
5546,113,1569
5547,98,1361
5548,108,1500
5549,143,1986
5550,134,1861
5551,139,1930
5552,107,1486
5553,97,1347
5554,108,1500
5555,101,1402
5556,108,1500
5557,101,1402
5558,121,1680
5559,112,1555
5560,110,1527
5561,121,1680
5562,101,1402
5563,103,1430
5564,101,1402
5565,88,1222
5566,98,1361
5567,120,1666
5568,78,1083
5569,123,1708
5570,104,1444
5571,115,1597
5572,98,1361
5573,67,930
5574,134,1861
5575,121,1680
5576,93,1291
5577,103,1430
5578,105,1458
5579,100,1388
5580,98,1361
5581,153,2125
5582,132,1833
5583,97,1347
5584,110,1527
5585,90,1250
5586,118,1638
5587,137,1902
5588,114,1583
5589,95,1319
5590,113,1569
5591,96,1333
5592,105,1458
5593,111,1541
5594,82,1138
5595,104,1444
5596,133,1847
5597,54,750
5598,93,1291
5599,107,1486
5600,112,1555
5601,98,1361
5602,113,1569
5603,108,1500
5604,99,1375
5605,123,1708
5606,108,1500
5607,122,1694
5608,87,1208
5609,87,1208
5610,102,1416
5611,104,1444
5612,84,1166
5613,90,1250
5614,118,1638
5615,117,1625
5616,110,1527
5617,107,1486
5618,149,2069
5619,101,1402
5620,31,430
5621,128,1777
5622,89,1236
5623,93,1291
5624,93,1291
5625,135,1875
5626,109,1513
5627,121,1680
5628,137,1902
5629,101,1402
5630,116,1611
5631,143,1986
5632,96,1333
5633,98,1361
5634,70,972
5635,83,1152
5636,101,1402
5637,112,1555
5638,79,1097
5639,104,1444
5640,128,1777
5641,124,1722
5642,111,1541
5643,99,1375
5644,80,1111
5645,108,1500
5646,89,1236
5647,117,1625
5648,143,1986
5649,90,1250
5650,101,1402
5651,109,1513
5652,94,1305
5653,139,1930
5654,72,1000
5655,84,1166
5656,111,1541
5657,106,1472
5658,120,1666
5659,99,1375
5660,88,1222
5661,112,1555
5662,98,1361
5663,102,1416
5664,95,1319
5665,94,1305
5666,104,1444
5667,136,1888
5668,92,1277
5669,107,1486
5670,97,1347
5671,124,1722
5672,102,1416
5673,124,1722
5674,104,1444
5675,124,1722
5676,117,1625
5677,109,1513
5678,95,1319
5679,100,1388
5680,100,1388
5681,125,1736
5682,175,2430
5683,130,1805
5684,129,1791
5685,115,1597
5686,90,1250
5687,156,2166
5688,121,1680
5689,89,1236
5690,111,1541
5691,119,1652
5692,128,1777
5693,101,1402
5694,101,1402
5695,82,1138
5696,100,1388
5697,25,347
5698,121,1680
5699,97,1347
5700,95,1319
5701,121,1680
5702,126,1750
5703,67,930
5704,103,1430
5705,119,1652
5706,83,1152
5707,98,1361
5708,80,1111
5709,105,1458
5710,115,1597
5711,113,1569
5712,108,1500
5713,119,1652
5714,129,1791
5715,86,1194
5716,122,1694
5717,112,1555
5718,116,1611
5719,111,1541
5720,117,1625
5721,120,1666
5722,86,1194
5723,119,1652
5724,83,1152
5725,81,1125
5726,90,1250
5727,114,1583
5728,118,1638
5729,105,1458
5730,93,1291
5731,129,1791
5732,124,1722
5733,117,1625
5734,97,1347
5735,10,138
5736,102,1416
5737,94,1305
5738,111,1541
5739,113,1569
5740,106,1472
5741,123,1708
5742,79,1097
5743,140,1944
5744,87,1208
5745,124,1722
5746,84,1166
5747,106,1472
5748,126,1750
5749,74,1027
5750,78,1083
5751,119,1652
5752,95,1319
5753,115,1597
5754,112,1555
5755,104,1444
5756,124,1722
5757,81,1125
5758,90,1250
5759,89,1236
5760,91,1263
5761,116,1611
5762,93,1291
5763,118,1638
5764,104,1444
5765,138,1916
5766,130,1805
5767,83,1152
5768,121,1680
5769,85,1180
5770,117,1625
5771,136,1888
5772,77,1069
5773,91,1263
5774,102,1416
5775,84,1166
5776,134,1861
5777,126,1750
5778,89,1236
5779,102,1416
5780,115,1597
5781,113,1569
5782,136,1888
5783,81,1125
5784,99,1375
5785,121,1680
5786,105,1458
5787,101,1402
5788,99,1375
5789,109,1513
5790,156,2166
5791,125,1736
5792,127,1763
5793,126,1750
5794,103,1430
5795,71,986
5796,53,736
5797,95,1319
5798,117,1625
5799,53,736
5800,135,1875
5801,128,1777
5802,101,1402
5803,117,1625
5804,106,1472
5805,109,1513
5806,135,1875
5807,99,1375
5808,92,1277
5809,97,1347
5810,132,1833
5811,104,1444
5812,131,1819
5813,111,1541
5814,84,1166
5815,120,1666
5816,106,1472
5817,146,2027
5818,121,1680
5819,87,1208
5820,76,1055
5821,131,1819
5822,122,1694
5823,97,1347
5824,96,1333
5825,92,1277
5826,96,1333
5827,119,1652
5828,108,1500
5829,114,1583
5830,114,1583
5831,124,1722
5832,100,1388
5833,80,1111
5834,134,1861
5835,124,1722
5836,119,1652
5837,126,1750
5838,117,1625
5839,151,2097
5840,98,1361
5841,74,1027
5842,133,1847
5843,110,1527
5844,74,1027
5845,115,1597
5846,109,1513
5847,108,1500
5848,101,1402
5849,117,1625
5850,77,1069
5851,82,1138
5852,115,1597
5853,114,1583
5854,115,1597
5855,110,1527
5856,104,1444
5857,103,1430
5858,112,1555
5859,130,1805
5860,94,1305
5861,85,1180
5862,105,1458
5863,103,1430
5864,111,1541
5865,117,1625
5866,96,1333
5867,110,1527
5868,98,1361
5869,118,1638
5870,111,1541
5871,93,1291
5872,87,1208
5873,130,1805
5874,117,1625
5875,122,1694
5876,103,1430
5877,85,1180
5878,117,1625
5879,96,1333
5880,100,1388
5881,108,1500
5882,115,1597
5883,107,1486
5884,138,1916
5885,82,1138
5886,119,1652
5887,106,1472
5888,87,1208
5889,112,1555
5890,99,1375
5891,101,1402
5892,107,1486
5893,132,1833
5894,103,1430
5895,136,1888
5896,89,1236
5897,96,1333
5898,110,1527
5899,113,1569
5900,92,1277
5901,91,1263
5902,109,1513
5903,94,1305
5904,103,1430
5905,154,2138
5906,103,1430
5907,96,1333
5908,112,1555
5909,118,1638
5910,101,1402
5911,138,1916
5912,126,1750
5913,115,1597
5914,111,1541
5915,127,1763
5916,97,1347
5917,111,1541
5918,97,1347
5919,113,1569
5920,116,1611
5921,103,1430
5922,75,1041
5923,117,1625
5924,105,1458
5925,118,1638
5926,121,1680
5927,100,1388
5928,136,1888
5929,134,1861
5930,122,1694
5931,139,1930
5932,97,1347
5933,177,2458
5934,94,1305
5935,94,1305
5936,96,1333
5937,130,1805
5938,119,1652
5939,89,1236
5940,97,1347
5941,125,1736
5942,114,1583
5943,122,1694
5944,109,1513
5945,72,1000
5946,95,1319
5947,115,1597
5948,123,1708
5949,125,1736
5950,105,1458
5951,128,1777
5952,96,1333
5953,114,1583
5954,131,1819
5955,109,1513
5956,101,1402
5957,81,1125
5958,101,1402
5959,139,1930
5960,108,1500
5961,102,1416
5962,101,1402
5963,108,1500
5964,104,1444
5965,110,1527
5966,111,1541
5967,90,1250
5968,79,1097
5969,122,1694
5970,106,1472
5971,138,1916
5972,112,1555
5973,167,2319
5974,142,1972
5975,95,1319
5976,128,1777
5977,107,1486
5978,129,1791
5979,106,1472
5980,91,1263
5981,110,1527
5982,126,1750
5983,109,1513
5984,106,1472
5985,120,1666
5986,123,1708
5987,124,1722
5988,151,2097
5989,121,1680
5990,108,1500
5991,123,1708
5992,128,1777
5993,102,1416
5994,80,1111
5995,98,1361
5996,107,1486
5997,166,2305
5998,107,1486
5999,77,1069
6000,102,1416
6001,96,1333
6002,106,1472
6003,106,1472
6004,91,1263
6005,98,1361
6006,107,1486
6007,119,1652
6008,120,1666
6009,125,1736
6010,97,1347
6011,119,1652
6012,109,1513
6013,114,1583
6014,94,1305
6015,111,1541
6016,116,1611
6017,135,1875
6018,92,1277
6019,104,1444
6020,129,1791
6021,124,1722
6022,88,1222
6023,126,1750
6024,120,1666
6025,109,1513
6026,101,1402
6027,71,986
6028,145,2013
6029,150,2083
6030,92,1277
6031,123,1708
6032,136,1888
6033,69,958
6034,110,1527
6035,98,1361
6036,93,1291
6037,110,1527
6038,99,1375
6039,127,1763
6040,113,1569
6041,109,1513
6042,127,1763
6043,119,1652
6044,82,1138
6045,143,1986
6046,112,1555
6047,120,1666
6048,121,1680
6049,94,1305
6050,113,1569
6051,79,1097
6052,126,1750
6053,77,1069
6054,120,1666
6055,118,1638
6056,74,1027
6057,117,1625
6058,100,1388
6059,119,1652
6060,108,1500
6061,131,1819
6062,125,1736
6063,152,2111
6064,82,1138
6065,118,1638
6066,103,1430
6067,123,1708
6068,96,1333
6069,107,1486
6070,71,986
6071,155,2152
6072,91,1263
6073,125,1736
6074,121,1680
6075,130,1805
6076,86,1194
6077,86,1194
6078,118,1638
6079,93,1291
6080,114,1583
6081,108,1500
6082,99,1375
6083,107,1486
6084,102,1416
6085,147,2041
6086,125,1736
6087,136,1888
6088,136,1888
6089,157,2180
6090,110,1527
6091,131,1819
6092,143,1986
6093,90,1250
6094,115,1597
6095,100,1388
6096,123,1708
6097,96,1333
6098,128,1777
6099,122,1694
6100,139,1930
6101,89,1236
6102,97,1347
6103,102,1416
6104,100,1388
6105,87,1208
6106,101,1402
6107,118,1638
6108,80,1111
6109,117,1625
6110,100,1388
6111,96,1333
6112,99,1375
6113,107,1486
6114,87,1208
6115,57,791
6116,87,1208
6117,131,1819
6118,104,1444
6119,109,1513
6120,151,2097
6121,121,1680
6122,99,1375
6123,131,1819
6124,125,1736
6125,154,2138
6126,90,1250
6127,111,1541
6128,84,1166
6129,103,1430
6130,106,1472
6131,109,1513
6132,102,1416
6133,94,1305
6134,86,1194
6135,100,1388
6136,103,1430
6137,111,1541
6138,110,1527
6139,112,1555
6140,92,1277
6141,118,1638
6142,118,1638
6143,133,1847
6144,100,1388
6145,112,1555
6146,99,1375
6147,120,1666
6148,102,1416
6149,142,1972
6150,124,1722
6151,106,1472
6152,92,1277
6153,78,1083
6154,113,1569
6155,128,1777
6156,93,1291
6157,137,1902
6158,112,1555
6159,95,1319
6160,116,1611
6161,77,1069
6162,118,1638
6163,104,1444
6164,111,1541
6165,129,1791
6166,103,1430
6167,122,1694
6168,103,1430
6169,97,1347
6170,143,1986
6171,111,1541
6172,109,1513
6173,115,1597
6174,106,1472
6175,112,1555
6176,122,1694
6177,117,1625
6178,161,2236
6179,104,1444
6180,74,1027
6181,100,1388
6182,82,1138
6183,115,1597
6184,132,1833
6185,121,1680
6186,102,1416
6187,88,1222
6188,98,1361
6189,174,2416
6190,105,1458
6191,91,1263
6192,118,1638
6193,122,1694
6194,117,1625
6195,123,1708
6196,118,1638
6197,114,1583
6198,99,1375
6199,93,1291
6200,120,1666
6201,125,1736
6202,102,1416
6203,120,1666
6204,139,1930
6205,113,1569
6206,108,1500
6207,130,1805
6208,84,1166
6209,130,1805
6210,117,1625
6211,112,1555
6212,93,1291
6213,142,1972
6214,124,1722
6215,118,1638
6216,152,2111
6217,114,1583
6218,89,1236
6219,100,1388
6220,119,1652
6221,139,1930
6222,128,1777
6223,101,1402
6224,83,1152
6225,123,1708
6226,101,1402
6227,117,1625
6228,123,1708
6229,127,1763
6230,118,1638
6231,122,1694
6232,90,1250
6233,91,1263
6234,134,1861
6235,129,1791
6236,103,1430
6237,109,1513
6238,113,1569
6239,91,1263
6240,117,1625
6241,159,2208
6242,110,1527
6243,94,1305
6244,111,1541
6245,101,1402
6246,114,1583
6247,118,1638
6248,121,1680
6249,102,1416
6250,121,1680
6251,103,1430
6252,116,1611
6253,131,1819
6254,146,2027
6255,117,1625
6256,91,1263
6257,105,1458
6258,123,1708
6259,133,1847
6260,93,1291
6261,103,1430
6262,86,1194
6263,123,1708
6264,105,1458
6265,99,1375
6266,133,1847
6267,123,1708
6268,115,1597
6269,96,1333
6270,107,1486
6271,126,1750
6272,130,1805
6273,128,1777
6274,118,1638
6275,123,1708
6276,96,1333
6277,108,1500
6278,137,1902
6279,143,1986
6280,105,1458
6281,82,1138
6282,122,1694
6283,90,1250
6284,135,1875
6285,103,1430
6286,142,1972
6287,107,1486
6288,124,1722
6289,99,1375
6290,134,1861
6291,123,1708
6292,92,1277
6293,104,1444
6294,115,1597
6295,134,1861
6296,135,1875
6297,79,1097
6298,114,1583
6299,109,1513
6300,128,1777
6301,104,1444
6302,86,1194
6303,118,1638
6304,162,2250
6305,79,1097
6306,112,1555
6307,136,1888
6308,98,1361
6309,128,1777
6310,124,1722
6311,93,1291
6312,130,1805
6313,113,1569
6314,135,1875
6315,85,1180
6316,121,1680
6317,93,1291
6318,118,1638
6319,134,1861
6320,102,1416
6321,112,1555
6322,115,1597
6323,120,1666
6324,120,1666
6325,101,1402
6326,131,1819
6327,101,1402
6328,94,1305
6329,106,1472
6330,116,1611
6331,79,1097
6332,177,2458
6333,117,1625
6334,98,1361
6335,98,1361
6336,116,1611
6337,105,1458
6338,123,1708
6339,79,1097
6340,103,1430
6341,112,1555
6342,109,1513
6343,114,1583
6344,88,1222
6345,147,2041
6346,89,1236
6347,109,1513
6348,120,1666
6349,106,1472
6350,87,1208
6351,94,1305
6352,90,1250
6353,111,1541
6354,116,1611
6355,100,1388
6356,117,1625
6357,122,1694
6358,118,1638
6359,140,1944
6360,86,1194
6361,161,2236
6362,87,1208
6363,98,1361
6364,84,1166
6365,108,1500
6366,128,1777
6367,139,1930
6368,97,1347
6369,98,1361
6370,88,1222
6371,95,1319
6372,103,1430
6373,114,1583
6374,131,1819
6375,123,1708
6376,88,1222
6377,115,1597
6378,104,1444
6379,109,1513
6380,111,1541
6381,100,1388
6382,127,1763
6383,103,1430
6384,110,1527
6385,111,1541
6386,130,1805
6387,118,1638
6388,117,1625
6389,105,1458
6390,96,1333
6391,115,1597
6392,121,1680
6393,78,1083
6394,107,1486
6395,107,1486
6396,125,1736
6397,122,1694
6398,128,1777
6399,123,1708
6400,115,1597
6401,127,1763
6402,118,1638
6403,126,1750
6404,99,1375
6405,112,1555
6406,131,1819
6407,107,1486
6408,118,1638
6409,111,1541
6410,113,1569
6411,108,1500
6412,121,1680
6413,105,1458
6414,84,1166
6415,106,1472
6416,187,2597
6417,137,1902
6418,121,1680
6419,92,1277
6420,125,1736
6421,100,1388
6422,107,1486
6423,117,1625
6424,140,1944
6425,125,1736
6426,100,1388
6427,87,1208
6428,119,1652
6429,53,736
6430,112,1555
6431,105,1458
6432,124,1722
6433,100,1388
6434,111,1541
6435,128,1777
6436,118,1638
6437,110,1527
6438,89,1236
6439,168,2333
6440,102,1416
6441,127,1763
6442,131,1819
6443,133,1847
6444,126,1750
6445,120,1666
6446,75,1041
6447,97,1347
6448,147,2041
6449,99,1375
6450,107,1486
6451,122,1694
6452,121,1680
6453,107,1486
6454,112,1555
6455,129,1791
6456,120,1666
6457,102,1416
6458,103,1430
6459,95,1319
6460,115,1597
6461,119,1652
6462,97,1347
6463,103,1430
6464,81,1125
6465,111,1541
6466,110,1527
6467,96,1333
6468,116,1611
6469,98,1361
6470,127,1763
6471,129,1791
6472,109,1513
6473,93,1291
6474,212,2944
6475,121,1680
6476,95,1319
6477,78,1083
6478,94,1305
6479,119,1652
6480,127,1763
6481,116,1611
6482,116,1611
6483,106,1472
6484,100,1388
6485,120,1666
6486,90,1250
6487,70,972
6488,116,1611
6489,113,1569
6490,114,1583
6491,97,1347
6492,102,1416
6493,98,1361
6494,86,1194
6495,112,1555
6496,101,1402
6497,117,1625
6498,131,1819
6499,116,1611
6500,120,1666
6501,92,1277
6502,129,1791
6503,152,2111
6504,113,1569
6505,105,1458
6506,113,1569
6507,128,1777
6508,138,1916
6509,116,1611
6510,107,1486
6511,96,1333
6512,96,1333
6513,107,1486
6514,120,1666
6515,122,1694
6516,122,1694
6517,115,1597
6518,105,1458
6519,114,1583
6520,136,1888
6521,114,1583
6522,103,1430
6523,128,1777
6524,59,819
6525,77,1069
6526,104,1444
6527,165,2291
6528,110,1527
6529,104,1444
6530,122,1694
6531,111,1541
6532,85,1180
6533,64,888
6534,117,1625
6535,96,1333
6536,111,1541
6537,105,1458
6538,92,1277
6539,98,1361
6540,84,1166
6541,115,1597
6542,120,1666
6543,108,1500
6544,114,1583
6545,122,1694
6546,100,1388
6547,99,1375
6548,126,1750
6549,109,1513
6550,110,1527
6551,109,1513
6552,88,1222
6553,96,1333
6554,110,1527
6555,108,1500
6556,122,1694
6557,100,1388
6558,108,1500
6559,91,1263
6560,145,2013
6561,133,1847
6562,103,1430
6563,123,1708
6564,109,1513
6565,119,1652
6566,103,1430
6567,82,1138
6568,123,1708
6569,118,1638
6570,103,1430
6571,94,1305
6572,99,1375
6573,108,1500
6574,83,1152
6575,98,1361
6576,104,1444
6577,126,1750
6578,110,1527
6579,121,1680
6580,117,1625
6581,122,1694
6582,90,1250
6583,114,1583
6584,154,2138
6585,108,1500
6586,103,1430
6587,107,1486
6588,111,1541
6589,73,1013
6590,93,1291
6591,95,1319
6592,106,1472
6593,112,1555
6594,101,1402
6595,104,1444
6596,107,1486
6597,99,1375
6598,111,1541
6599,95,1319
6600,126,1750
6601,133,1847
6602,101,1402
6603,128,1777
6604,112,1555
6605,119,1652
6606,87,1208
6607,87,1208
6608,175,2430
6609,85,1180
6610,114,1583
6611,90,1250
6612,123,1708
6613,114,1583
6614,103,1430
6615,90,1250
6616,116,1611
6617,110,1527
6618,120,1666
6619,119,1652
6620,101,1402
6621,89,1236
6622,15,208
6623,106,1472
6624,94,1305
6625,128,1777
6626,98,1361
6627,126,1750
6628,118,1638
6629,123,1708
6630,130,1805
6631,122,1694
6632,129,1791
6633,116,1611
6634,127,1763
6635,122,1694
6636,97,1347
6637,103,1430
6638,117,1625
6639,112,1555
6640,140,1944
6641,99,1375
6642,106,1472
6643,103,1430
6644,70,972
6645,133,1847
6646,93,1291
6647,127,1763
6648,122,1694
6649,93,1291
6650,128,1777
6651,105,1458
6652,110,1527
6653,95,1319
6654,127,1763
6655,114,1583
6656,109,1513
6657,129,1791
6658,134,1861
6659,100,1388
6660,103,1430
6661,110,1527
6662,97,1347
6663,123,1708
6664,100,1388
6665,116,1611
6666,110,1527
6667,115,1597
6668,83,1152
6669,151,2097
6670,113,1569
6671,101,1402
6672,152,2111
6673,96,1333
6674,105,1458
6675,121,1680
6676,109,1513
6677,126,1750
6678,110,1527
6679,102,1416
6680,68,944
6681,122,1694
6682,93,1291
6683,95,1319
6684,102,1416
6685,79,1097
6686,101,1402
6687,89,1236
6688,161,2236
6689,70,972
6690,117,1625
6691,137,1902
6692,127,1763
6693,125,1736
6694,100,1388
6695,113,1569
6696,92,1277
6697,113,1569
6698,103,1430
6699,104,1444
6700,108,1500
6701,106,1472
6702,122,1694
6703,133,1847
6704,117,1625
6705,86,1194
6706,100,1388
6707,105,1458
6708,95,1319
6709,114,1583
6710,134,1861
6711,113,1569
6712,110,1527
6713,104,1444
6714,109,1513
6715,128,1777
6716,109,1513
6717,124,1722
6718,97,1347
6719,56,777
6720,95,1319
6721,94,1305
6722,89,1236
6723,105,1458
6724,128,1777
6725,107,1486
6726,129,1791
6727,108,1500
6728,116,1611
6729,121,1680
6730,106,1472
6731,108,1500
6732,136,1888
6733,91,1263
6734,106,1472
6735,112,1555
6736,116,1611
6737,100,1388
6738,99,1375
6739,119,1652
6740,97,1347
6741,95,1319
6742,131,1819
6743,119,1652
6744,108,1500
6745,90,1250
6746,127,1763
6747,104,1444
6748,112,1555
6749,101,1402
6750,91,1263
6751,124,1722
6752,107,1486
6753,117,1625
6754,94,1305
6755,109,1513
6756,122,1694
6757,91,1263
6758,131,1819
6759,117,1625
6760,124,1722
6761,91,1263
6762,124,1722
6763,99,1375
6764,118,1638
6765,92,1277
6766,114,1583
6767,94,1305
6768,118,1638
6769,97,1347
6770,123,1708
6771,104,1444
6772,97,1347
6773,106,1472
6774,99,1375
6775,122,1694
6776,93,1291
6777,118,1638
6778,60,833
6779,122,1694
6780,143,1986
6781,124,1722
6782,129,1791
6783,96,1333
6784,118,1638
6785,90,1250
6786,119,1652
6787,109,1513
6788,106,1472
6789,110,1527
6790,88,1222
6791,110,1527
6792,121,1680
6793,99,1375
6794,168,2333
6795,114,1583
6796,85,1180
6797,85,1180
6798,90,1250
6799,122,1694
6800,102,1416
6801,144,2000
6802,124,1722
6803,114,1583
6804,94,1305
6805,114,1583
6806,111,1541
6807,133,1847
6808,139,1930
6809,135,1875
6810,120,1666
6811,102,1416
6812,106,1472
6813,126,1750
6814,121,1680
6815,86,1194
6816,102,1416
6817,152,2111
6818,100,1388
6819,93,1291
6820,131,1819
6821,86,1194
6822,122,1694
6823,143,1986
6824,110,1527
6825,114,1583
6826,152,2111
6827,130,1805
6828,107,1486
6829,103,1430
6830,140,1944
6831,104,1444
6832,116,1611
6833,88,1222
6834,109,1513
6835,112,1555
6836,106,1472
6837,91,1263
6838,80,1111
6839,100,1388
6840,137,1902
6841,117,1625
6842,93,1291
6843,114,1583
6844,132,1833
6845,122,1694
6846,85,1180
6847,81,1125
6848,119,1652
6849,97,1347
6850,98,1361
6851,95,1319
6852,130,1805
6853,106,1472
6854,94,1305
6855,101,1402
6856,129,1791
6857,97,1347
6858,109,1513
6859,98,1361
6860,106,1472
6861,96,1333
6862,95,1319
6863,104,1444
6864,103,1430
6865,91,1263
6866,63,875
6867,98,1361
6868,108,1500
6869,136,1888
6870,113,1569
6871,80,1111
6872,114,1583
6873,113,1569
6874,98,1361
6875,122,1694
6876,95,1319
6877,111,1541
6878,106,1472
6879,106,1472
6880,120,1666
6881,84,1166
6882,125,1736
6883,127,1763
6884,112,1555
6885,117,1625
6886,123,1708
6887,77,1069
6888,144,2000
6889,104,1444
6890,115,1597
6891,127,1763
6892,48,666
6893,125,1736
6894,115,1597
6895,120,1666
6896,101,1402
6897,117,1625
6898,115,1597
6899,98,1361
6900,119,1652
6901,74,1027
6902,100,1388
6903,91,1263
6904,145,2013
6905,105,1458
6906,101,1402
6907,130,1805
6908,93,1291
6909,124,1722
6910,124,1722
6911,107,1486
6912,114,1583
6913,119,1652
6914,110,1527
6915,126,1750
6916,135,1875
6917,113,1569
6918,123,1708
6919,99,1375
6920,108,1500
6921,104,1444
6922,121,1680
6923,107,1486
6924,110,1527
6925,93,1291
6926,94,1305
6927,104,1444
6928,129,1791
6929,102,1416
6930,133,1847
6931,75,1041
6932,112,1555
6933,78,1083
6934,103,1430
6935,123,1708
6936,101,1402
6937,111,1541
6938,110,1527
6939,132,1833
6940,99,1375
6941,123,1708
6942,129,1791
6943,120,1666
6944,101,1402
6945,114,1583
6946,105,1458
6947,159,2208
6948,123,1708
6949,106,1472
6950,135,1875
6951,113,1569
6952,91,1263
6953,117,1625
6954,132,1833
6955,88,1222
6956,107,1486
6957,89,1236
6958,101,1402
6959,87,1208
6960,93,1291
6961,110,1527
6962,92,1277
6963,109,1513
6964,81,1125
6965,120,1666
6966,116,1611
6967,75,1041
6968,123,1708
6969,115,1597
6970,96,1333
6971,114,1583
6972,101,1402
6973,110,1527
6974,104,1444
6975,112,1555
6976,102,1416
6977,130,1805
6978,112,1555
6979,123,1708
6980,120,1666
6981,101,1402
6982,113,1569
6983,103,1430
6984,119,1652
6985,85,1180
6986,113,1569
6987,94,1305
6988,99,1375
6989,112,1555
6990,126,1750
6991,110,1527
6992,108,1500
6993,92,1277
6994,121,1680
6995,108,1500
6996,104,1444
6997,113,1569
6998,103,1430
6999,105,1458
7000,125,1736
7001,114,1583
7002,92,1277
7003,99,1375
7004,130,1805
7005,120,1666
7006,81,1125
7007,108,1500
7008,136,1888
7009,90,1250
7010,108,1500
7011,101,1402
7012,129,1791
7013,109,1513
7014,102,1416
7015,120,1666
7016,112,1555
7017,107,1486
7018,106,1472
7019,170,2361
7020,75,1041
7021,123,1708
7022,97,1347
7023,103,1430
7024,102,1416
7025,125,1736
7026,118,1638
7027,109,1513
7028,110,1527
7029,85,1180
7030,129,1791
7031,116,1611
7032,114,1583
7033,114,1583
7034,114,1583
7035,120,1666
7036,129,1791
7037,116,1611
7038,99,1375
7039,107,1486
7040,108,1500
7041,132,1833
7042,127,1763
7043,130,1805
7044,107,1486
7045,82,1138
7046,96,1333
7047,117,1625
7048,80,1111
7049,103,1430
7050,68,944
7051,125,1736
7052,106,1472
7053,107,1486
7054,97,1347
7055,117,1625
7056,108,1500
7057,91,1263
7058,115,1597
7059,106,1472
7060,113,1569
7061,100,1388
7062,126,1750
7063,149,2069
7064,117,1625
7065,102,1416
7066,110,1527
7067,108,1500
7068,124,1722
7069,130,1805
7070,102,1416
7071,118,1638
7072,114,1583
7073,110,1527
7074,117,1625
7075,99,1375
7076,135,1875
7077,108,1500
7078,120,1666
7079,123,1708
7080,112,1555
7081,138,1916
7082,100,1388
7083,111,1541
7084,129,1791
7085,96,1333
7086,97,1347
7087,102,1416
7088,120,1666
