cycle_summary
cycle,duration_s,etr_count,tim2_n_total,n_saved_reported,n_parsed,buf_overwritten
338,52,119,1652
338,53,119,1652
339,0,89,1236
339,1,98,1361
339,2,90,1250
339,3,108,1500
339,4,77,1069
339,5,68,944
339,6,102,1416
339,7,113,1569
339,8,112,1555
339,9,97,1347
339,10,99,1375
339,11,91,1263
339,12,115,1597
339,13,99,1375
339,14,134,1861
339,15,113,1569
339,16,99,1375
339,17,103,1430
339,18,131,1819
339,19,122,1694
339,20,79,1097
339,21,108,1500
339,22,106,1472
339,23,85,1180
339,24,125,1736
339,25,103,1430
339,26,105,1458
339,27,107,1486
339,28,103,1430
339,29,105,1458
339,30,122,1694
339,31,126,1750
339,32,115,1597
339,33,121,1680
339,34,117,1625
339,35,131,1819
339,36,122,1694
339,37,112,1555
339,38,92,1277
339,39,120,1666
339,40,116,1611
339,41,136,1888
339,42,100,1388
339,43,111,1541
339,44,90,1250
339,45,112,1555
339,46,120,1666
339,47,94,1305
339,48,106,1472
339,49,106,1472
339,50,126,1750
339,51,139,1930
339,52,126,1750
339,53,114,1583
339,54,114,1583
339,55,132,1833
340,0,122,1694
340,1,117,1625
340,2,110,1527
340,3,116,1611
340,4,135,1875
340,5,118,1638
340,6,143,1986
340,7,125,1736
340,8,119,1652
340,9,107,1486
340,10,104,1444
340,11,112,1555
340,12,91,1263
340,13,108,1500
340,14,85,1180
340,15,118,1638
340,16,96,1333
340,17,122,1694
340,18,135,1875
340,19,125,1736
340,20,105,1458
340,21,117,1625
340,22,129,1791
340,23,131,1819
340,24,105,1458
340,25,119,1652
340,26,104,1444
340,27,113,1569
340,28,87,1208
340,29,129,1791
340,30,104,1444
340,31,99,1375
340,32,118,1638
340,33,123,1708
340,34,88,1222
340,35,107,1486
340,36,117,1625
340,37,108,1500
341,0,124,1722
341,1,98,1361
341,2,95,1319
341,3,133,1847
341,4,122,1694
341,5,108,1500
341,6,124,1722
341,7,111,1541
341,8,99,1375
341,9,84,1166
341,10,99,1375
341,11,106,1472
341,12,111,1541
341,13,106,1472
341,14,115,1597
341,15,103,1430
341,16,114,1583
341,17,90,1250
341,18,131,1819
341,19,107,1486
341,20,119,1652
341,21,82,1138
341,22,145,2013
341,23,103,1430
341,24,86,1194
341,25,114,1583
341,26,101,1402
341,27,127,1763
341,28,107,1486
341,29,109,1513
341,30,119,1652
341,31,98,1361
341,32,103,1430
341,33,123,1708
341,34,108,1500
341,35,110,1527
341,36,111,1541
341,37,134,1861
341,38,121,1680
341,39,114,1583
341,40,81,1125
341,41,111,1541
341,42,94,1305
341,43,83,1152
341,44,116,1611
341,45,149,2069
341,46,61,847
341,47,129,1791
341,48,124,1722
341,49,91,1263
341,50,115,1597
341,51,121,1680
341,52,127,1763
341,53,133,1847
341,54,108,1500
341,55,116,1611
341,56,95,1319
341,57,114,1583
341,58,115,1597
342,0,89,1236
342,1,114,1583
342,2,111,1541
342,3,77,1069
342,4,107,1486
342,5,120,1666
342,6,112,1555
342,7,114,1583
342,8,129,1791
342,9,66,916
342,10,114,1583
342,11,101,1402
342,12,115,1597
342,13,76,1055
342,14,147,2041
342,15,118,1638
342,16,112,1555
342,17,109,1513
342,18,132,1833
342,19,111,1541
342,20,101,1402
342,21,105,1458
342,22,125,1736
342,23,74,1027
342,24,82,1138
342,25,78,1083
342,26,90,1250
342,27,137,1902
342,28,107,1486
342,29,165,2291
342,30,117,1625
342,31,119,1652
342,32,105,1458
342,33,102,1416
342,34,104,1444
342,35,95,1319
342,36,110,1527
342,37,116,1611
342,38,111,1541
342,39,138,1916
342,40,81,1125
342,41,137,1902
342,42,91,1263
342,43,112,1555
342,44,115,1597
342,45,77,1069
342,46,117,1625
342,47,128,1777
342,48,95,1319
342,49,109,1513
342,50,114,1583
342,51,103,1430
342,52,124,1722
342,53,116,1611
342,54,101,1402
342,55,113,1569
342,56,118,1638
342,57,91,1263
342,58,135,1875
343,0,130,1805
343,1,115,1597
343,2,107,1486
343,3,109,1513
343,4,139,1930
343,5,124,1722
343,6,87,1208
343,7,103,1430
343,8,95,1319
343,9,84,1166
343,10,124,1722
343,11,111,1541
343,12,118,1638
343,13,124,1722
343,14,77,1069
343,15,89,1236
343,16,116,1611
343,17,109,1513
343,18,96,1333
343,19,125,1736
343,20,107,1486
343,21,75,1041
343,22,117,1625
343,23,98,1361
343,24,87,1208
343,25,83,1152
343,26,129,1791
343,27,114,1583
343,28,115,1597
343,29,107,1486
343,30,114,1583
343,31,100,1388
343,32,114,1583
343,33,104,1444
343,34,134,1861
343,35,84,1166
343,36,81,1125
343,37,106,1472
343,38,77,1069
343,39,94,1305
343,40,112,1555
343,41,131,1819
343,42,91,1263
343,43,109,1513
343,44,134,1861
343,45,115,1597
343,46,119,1652
343,47,85,1180
343,48,91,1263
343,49,104,1444
343,50,102,1416
343,51,105,1458
343,52,119,1652
343,53,104,1444
343,54,64,888
343,55,67,930
343,56,95,1319
343,57,52,722
343,58,119,1652
343,59,100,1388
343,60,157,2180
343,61,109,1513
343,62,83,1152
343,63,100,1388
343,64,118,1638
343,65,100,1388
343,66,76,1055
343,67,128,1777
343,68,88,1222
343,69,105,1458
344,0,114,1583
344,1,103,1430
344,2,102,1416
344,3,111,1541
344,4,129,1791
344,5,115,1597
344,6,113,1569
344,7,62,861
344,8,118,1638
344,9,94,1305
344,10,111,1541
344,11,137,1902
344,12,116,1611
344,13,124,1722
344,14,98,1361
344,15,132,1833
344,16,88,1222
344,17,111,1541
344,18,109,1513
344,19,113,1569
344,20,78,1083
344,21,118,1638
344,22,109,1513
344,23,126,1750
344,24,110,1527
344,25,99,1375
344,26,101,1402
344,27,109,1513
344,28,95,1319
344,29,96,1333
344,30,112,1555
344,31,128,1777
344,32,107,1486
344,33,128,1777
344,34,118,1638
344,35,115,1597
344,36,121,1680
344,37,122,1694
344,38,126,1750
344,39,118,1638
344,40,101,1402
344,41,93,1291
344,42,110,1527
344,43,112,1555
344,44,107,1486
344,45,112,1555
344,46,128,1777
344,47,92,1277
344,48,92,1277
344,49,113,1569
344,50,107,1486
344,51,74,1027
344,52,122,1694
344,53,99,1375
344,54,90,1250
344,55,101,1402
344,56,89,1236
344,57,120,1666
344,58,85,1180
344,59,82,1138
345,0,100,1388
345,1,104,1444
345,2,146,2027
345,3,106,1472
345,4,124,1722
345,5,139,1930
345,6,114,1583
345,7,98,1361
345,8,101,1402
345,9,100,1388
345,10,140,1944
345,11,56,777
345,12,107,1486
345,13,92,1277
345,14,103,1430
345,15,118,1638
345,16,128,1777
345,17,87,1208
345,18,95,1319
345,19,125,1736
345,20,110,1527
345,21,124,1722
345,22,126,1750
345,23,141,1958
345,24,106,1472
345,25,116,1611
345,26,91,1263
345,27,121,1680
345,28,115,1597
345,29,88,1222
345,30,95,1319
345,31,77,1069
345,32,110,1527
345,33,155,2152
345,34,96,1333
345,35,120,1666
345,36,133,1847
345,37,104,1444
345,38,98,1361
345,39,125,1736
345,40,116,1611
345,41,111,1541
345,42,87,1208
345,43,120,1666
345,44,103,1430
345,45,123,1708
345,46,118,1638
345,47,91,1263
345,48,132,1833
346,0,99,1375
346,1,122,1694
346,2,97,1347
346,3,116,1611
346,4,95,1319
346,5,84,1166
346,6,128,1777
346,7,125,1736
346,8,98,1361
346,9,115,1597
346,10,127,1763
346,11,99,1375
346,12,67,930
346,13,99,1375
346,14,115,1597
346,15,115,1597
346,16,139,1930
346,17,83,1152
346,18,132,1833
346,19,81,1125
346,20,100,1388
346,21,140,1944
346,22,95,1319
346,23,110,1527
346,24,145,2013
346,25,103,1430
346,26,86,1194
346,27,122,1694
346,28,165,2291
346,29,112,1555
346,30,102,1416
346,31,105,1458
346,32,108,1500
346,33,114,1583
346,34,89,1236
346,35,124,1722
346,36,120,1666
346,37,107,1486
346,38,117,1625
346,39,103,1430
346,40,115,1597
346,41,85,1180
346,42,122,1694
346,43,100,1388
346,44,79,1097
346,45,130,1805
346,46,115,1597
346,47,90,1250
347,0,122,1694
347,1,87,1208
347,2,111,1541
347,3,76,1055
347,4,110,1527
347,5,110,1527
347,6,147,2041
347,7,130,1805
347,8,116,1611
347,9,103,1430
347,10,99,1375
347,11,119,1652
347,12,127,1763
347,13,93,1291
347,14,112,1555
347,15,89,1236
347,16,104,1444
347,17,86,1194
347,18,138,1916
347,19,107,1486
347,20,100,1388
347,21,121,1680
347,22,133,1847
347,23,75,1041
347,24,116,1611
347,25,112,1555
347,26,97,1347
347,27,88,1222
347,28,141,1958
347,29,105,1458
347,30,139,1930
347,31,90,1250
347,32,119,1652
347,33,114,1583
347,34,128,1777
347,35,108,1500
347,36,131,1819
347,37,90,1250
347,38,114,1583
347,39,144,2000
347,40,110,1527
347,41,132,1833
347,42,98,1361
347,43,125,1736
347,44,119,1652
347,45,129,1791
347,46,94,1305
347,47,107,1486
347,48,85,1180
347,49,101,1402
347,50,82,1138
347,51,95,1319
347,52,100,1388
347,53,102,1416
347,54,131,1819
347,55,79,1097
347,56,126,1750
347,57,91,1263
348,0,109,1513
348,1,119,1652
348,2,99,1375
348,3,97,1347
348,4,79,1097
348,5,86,1194
348,6,102,1416
348,7,101,1402
348,8,97,1347
348,9,128,1777
348,10,108,1500
348,11,101,1402
348,12,135,1875
348,13,111,1541
348,14,100,1388
348,15,106,1472
348,16,92,1277
348,17,91,1263
348,18,98,1361
348,19,86,1194
348,20,134,1861
348,21,133,1847
348,22,117,1625
348,23,78,1083
348,24,100,1388
348,25,92,1277
348,26,116,1611
348,27,114,1583
348,28,92,1277
348,29,146,2027
348,30,165,2291
348,31,137,1902
348,32,110,1527
348,33,128,1777
348,34,80,1111
348,35,130,1805
348,36,100,1388
348,37,116,1611
348,38,130,1805
348,39,91,1263
348,40,99,1375
348,41,103,1430
348,42,121,1680
348,43,100,1388
348,44,103,1430
348,45,122,1694
348,46,114,1583
348,47,112,1555
348,48,98,1361
348,49,119,1652
348,50,111,1541
348,51,94,1305
348,52,117,1625
348,53,99,1375
348,54,80,1111
348,55,110,1527
348,56,111,1541
348,57,105,1458
348,58,101,1402
348,59,98,1361
348,60,127,1763
348,61,105,1458
348,62,130,1805
348,63,96,1333
348,64,85,1180
349,0,104,1444
349,1,103,1430
349,2,110,1527
349,3,127,1763
349,4,133,1847
349,5,97,1347
349,6,108,1500
349,7,96,1333
349,8,114,1583
349,9,110,1527
349,10,110,1527
349,11,131,1819
349,12,131,1819
349,13,100,1388
349,14,101,1402
349,15,109,1513
349,16,116,1611
349,17,101,1402
349,18,97,1347
349,19,91,1263
349,20,105,1458
349,21,104,1444
349,22,120,1666
349,23,125,1736
349,24,109,1513
349,25,108,1500
349,26,94,1305
349,27,97,1347
349,28,128,1777
349,29,88,1222
349,30,138,1916
349,31,130,1805
349,32,101,1402
349,33,125,1736
349,34,110,1527
349,35,137,1902
349,36,135,1875
349,37,115,1597
350,0,107,1486
350,1,109,1513
350,2,112,1555
350,3,114,1583
350,4,69,958
350,5,122,1694
350,6,106,1472
350,7,100,1388
350,8,80,1111
350,9,177,2458
350,10,131,1819
350,11,122,1694
350,12,104,1444
350,13,104,1444
350,14,102,1416
350,15,105,1458
350,16,109,1513
350,17,102,1416
350,18,146,2027
350,19,106,1472
350,20,111,1541
350,21,95,1319
350,22,114,1583
350,23,112,1555
350,24,94,1305
350,25,119,1652
350,26,115,1597
350,27,121,1680
350,28,144,2000
350,29,189,2625
350,30,100,1388
350,31,107,1486
350,32,108,1500
350,33,112,1555
350,34,100,1388
350,35,104,1444
350,36,129,1791
350,37,111,1541
350,38,130,1805
350,39,108,1500
350,40,112,1555
350,41,114,1583
350,42,128,1777
350,43,89,1236
350,44,150,2083
350,45,77,1069
350,46,106,1472
350,47,76,1055
350,48,105,1458
350,49,95,1319
350,50,108,1500
350,51,144,2000
350,52,129,1791
350,53,74,1027
350,54,81,1125
350,55,128,1777
350,56,98,1361
350,57,76,1055
350,58,123,1708
350,59,90,1250
350,60,121,1680
350,61,125,1736
350,62,92,1277
350,63,120,1666
350,64,106,1472
351,0,127,1763
351,1,126,1750
351,2,95,1319
351,3,126,1750
351,4,109,1513
351,5,111,1541
351,6,119,1652
351,7,134,1861
351,8,124,1722
351,9,131,1819
351,10,90,1250
351,11,110,1527
351,12,123,1708
351,13,126,1750
351,14,101,1402
351,15,85,1180
351,16,85,1180
351,17,173,2402
351,18,65,902
351,19,107,1486
351,20,108,1500
351,21,122,1694
351,22,119,1652
351,23,80,1111
351,24,117,1625
351,25,71,986
351,26,105,1458
351,27,121,1680
351,28,114,1583
351,29,118,1638
351,30,93,1291
351,31,105,1458
351,32,111,1541
351,33,91,1263
351,34,96,1333
351,35,82,1138
351,36,136,1888
351,37,126,1750
351,38,123,1708
351,39,105,1458
351,40,103,1430
351,41,118,1638
351,42,121,1680
351,43,77,1069
351,44,128,1777
351,45,160,2222
351,46,92,1277
351,47,110,1527
351,48,112,1555
351,49,91,1263
351,50,92,1277
351,51,104,1444
351,52,113,1569
351,53,98,1361
351,54,103,1430
352,0,114,1583
352,1,144,2000
352,2,154,2138
352,3,79,1097
352,4,103,1430
352,5,119,1652
352,6,143,1986
352,7,101,1402
352,8,99,1375
352,9,111,1541
352,10,117,1625
352,11,96,1333
352,12,139,1930
352,13,113,1569
352,14,123,1708
352,15,104,1444
352,16,111,1541
352,17,142,1972
352,18,137,1902
352,19,96,1333
352,20,118,1638
352,21,118,1638
352,22,105,1458
352,23,84,1166
352,24,100,1388
352,25,91,1263
352,26,129,1791
352,27,114,1583
352,28,103,1430
352,29,112,1555
352,30,105,1458
352,31,108,1500
352,32,99,1375
352,33,88,1222
352,34,99,1375
352,35,104,1444
352,36,109,1513
352,37,89,1236
352,38,106,1472
352,39,125,1736
352,40,120,1666
352,41,126,1750
352,42,87,1208
352,43,131,1819
352,44,89,1236
352,45,96,1333
352,46,90,1250
352,47,84,1166
353,0,110,1527
353,1,128,1777
353,2,118,1638
353,3,100,1388
353,4,88,1222
353,5,125,1736
353,6,114,1583
353,7,113,1569
353,8,134,1861
353,9,120,1666
353,10,87,1208
353,11,103,1430
353,12,132,1833
353,13,113,1569
353,14,103,1430
353,15,94,1305
353,16,105,1458
353,17,126,1750
353,18,116,1611
353,19,111,1541
353,20,144,2000
353,21,93,1291
353,22,91,1263
353,23,119,1652
353,24,128,1777
353,25,87,1208
353,26,114,1583
353,27,106,1472
353,28,109,1513
353,29,127,1763
353,30,112,1555
353,31,119,1652
353,32,87,1208
353,33,89,1236
353,34,96,1333
353,35,133,1847
353,36,131,1819
353,37,72,1000
353,38,88,1222
353,39,127,1763
353,40,214,2972
353,41,142,1972
353,42,89,1236
353,43,106,1472
353,44,133,1847
353,45,109,1513
353,46,119,1652
353,47,106,1472
353,48,122,1694
353,49,124,1722
353,50,122,1694
353,51,108,1500
353,52,110,1527
353,53,128,1777
353,54,88,1222
353,55,100,1388
353,56,141,1958
353,57,97,1347
354,0,101,1402
354,1,100,1388
354,2,113,1569
354,3,115,1597
354,4,105,1458
354,5,105,1458
354,6,92,1277
354,7,97,1347
354,8,126,1750
354,9,111,1541
354,10,96,1333
354,11,89,1236
354,12,121,1680
354,13,131,1819
354,14,99,1375
354,15,101,1402
354,16,102,1416
354,17,116,1611
354,18,96,1333
354,19,108,1500
354,20,103,1430
354,21,126,1750
354,22,123,1708
354,23,115,1597
354,24,111,1541
354,25,126,1750
354,26,123,1708
354,27,104,1444
354,28,106,1472
354,29,101,1402
354,30,108,1500
354,31,93,1291
354,32,114,1583
354,33,133,1847
354,34,129,1791
354,35,96,1333
354,36,117,1625
354,37,107,1486
354,38,135,1875
354,39,127,1763
354,40,118,1638
354,41,94,1305
354,42,133,1847
354,43,123,1708
354,44,128,1777
354,45,103,1430
354,46,129,1791
354,47,138,1916
354,48,108,1500
354,49,114,1583
355,0,100,1388
355,1,110,1527
355,2,137,1902
355,3,55,763
355,4,122,1694
355,5,94,1305
355,6,110,1527
355,7,108,1500
355,8,104,1444
355,9,115,1597
355,10,122,1694
355,11,102,1416
355,12,104,1444
355,13,111,1541
355,14,105,1458
355,15,116,1611
355,16,97,1347
355,17,122,1694
355,18,122,1694
355,19,120,1666
355,20,133,1847
355,21,82,1138
355,22,115,1597
355,23,121,1680
355,24,124,1722
355,25,107,1486
355,26,101,1402
355,27,84,1166
355,28,111,1541
355,29,106,1472
355,30,140,1944
355,31,133,1847
355,32,121,1680
355,33,115,1597
355,34,109,1513
355,35,121,1680
355,36,73,1013
355,37,110,1527
355,38,113,1569
355,39,109,1513
355,40,110,1527
355,41,111,1541
355,42,111,1541
355,43,118,1638
355,44,91,1263
355,45,107,1486
355,46,105,1458
355,47,124,1722
355,48,105,1458
355,49,117,1625
355,50,80,1111
355,51,108,1500
355,52,120,1666
355,53,105,1458
355,54,117,1625
355,55,97,1347
355,56,103,1430
355,57,116,1611
355,58,100,1388
355,59,109,1513
355,60,150,2083
355,61,86,1194
355,62,120,1666
355,63,106,1472
355,64,138,1916
355,65,128,1777
355,66,126,1750
355,67,99,1375
355,68,90,1250
355,69,115,1597
356,0,126,1750
356,1,92,1277
356,2,94,1305
356,3,100,1388
356,4,185,2569
356,5,102,1416
356,6,117,1625
356,7,103,1430
356,8,120,1666
356,9,132,1833
356,10,100,1388
356,11,84,1166
356,12,126,1750
356,13,121,1680
356,14,88,1222
356,15,121,1680
356,16,135,1875
356,17,67,930
356,18,136,1888
356,19,89,1236
356,20,113,1569
356,21,93,1291
356,22,144,2000
356,23,118,1638
356,24,102,1416
356,25,113,1569
356,26,97,1347
356,27,131,1819
356,28,110,1527
356,29,107,1486
356,30,92,1277
356,31,135,1875
356,32,105,1458
356,33,104,1444
356,34,127,1763
356,35,98,1361
356,36,112,1555
356,37,123,1708
356,38,113,1569
356,39,123,1708
356,40,104,1444
356,41,89,1236
356,42,111,1541
356,43,101,1402
356,44,101,1402
356,45,104,1444
356,46,87,1208
356,47,106,1472
356,48,96,1333
356,49,103,1430
356,50,101,1402
356,51,121,1680
356,52,98,1361
357,0,130,1805
357,1,118,1638
357,2,138,1916
357,3,117,1625
357,4,99,1375
357,5,96,1333
357,6,87,1208
357,7,125,1736
357,8,89,1236
357,9,105,1458
357,10,93,1291
357,11,119,1652
357,12,100,1388
357,13,105,1458
357,14,118,1638
357,15,106,1472
357,16,104,1444
357,17,123,1708
357,18,125,1736
357,19,111,1541
357,20,107,1486
357,21,105,1458
357,22,92,1277
357,23,104,1444
357,24,121,1680
357,25,116,1611
357,26,95,1319
357,27,113,1569
357,28,105,1458
357,29,83,1152
357,30,133,1847
357,31,99,1375
357,32,104,1444
357,33,68,944
357,34,125,1736
357,35,121,1680
357,36,133,1847
357,37,109,1513
357,38,124,1722
357,39,105,1458
357,40,117,1625
357,41,103,1430
357,42,99,1375
357,43,121,1680
357,44,123,1708
357,45,99,1375
357,46,86,1194
357,47,92,1277
357,48,106,1472
357,49,96,1333
357,50,92,1277
357,51,131,1819
357,52,87,1208
357,53,101,1402
357,54,120,1666
357,55,134,1861
357,56,86,1194
358,0,97,1347
358,1,119,1652
358,2,140,1944
358,3,86,1194
358,4,84,1166
358,5,119,1652
358,6,117,1625
358,7,113,1569
358,8,105,1458
358,9,110,1527
358,10,131,1819
358,11,113,1569
358,12,103,1430
358,13,90,1250
358,14,102,1416
358,15,133,1847
358,16,132,1833
358,17,83,1152
358,18,152,2111
358,19,123,1708
358,20,126,1750
358,21,72,1000
358,22,107,1486
358,23,103,1430
358,24,125,1736
358,25,113,1569
358,26,86,1194
358,27,95,1319
358,28,119,1652
358,29,95,1319
358,30,90,1250
358,31,121,1680
358,32,100,1388
358,33,121,1680
358,34,93,1291
358,35,125,1736
358,36,106,1472
358,37,135,1875
358,38,106,1472
358,39,144,2000
358,40,147,2041
358,41,122,1694
358,42,121,1680
358,43,123,1708
358,44,90,1250
358,45,117,1625
358,46,110,1527
358,47,67,930
358,48,103,1430
358,49,133,1847
358,50,95,1319
358,51,101,1402
358,52,99,1375
358,53,110,1527
359,0,84,1166
359,1,116,1611
359,2,119,1652
359,3,108,1500
359,4,96,1333
359,5,104,1444
359,6,126,1750
359,7,107,1486
359,8,84,1166
359,9,124,1722
359,10,88,1222
359,11,105,1458
359,12,93,1291
359,13,141,1958
359,14,138,1916
359,15,141,1958
359,16,118,1638
359,17,97,1347
359,18,100,1388
359,19,91,1263
359,20,121,1680
359,21,112,1555
359,22,113,1569
359,23,148,2055
359,24,95,1319
359,25,115,1597
359,26,99,1375
359,27,115,1597
359,28,88,1222
359,29,84,1166
359,30,118,1638
359,31,94,1305
359,32,122,1694
359,33,116,1611
359,34,118,1638
359,35,107,1486
359,36,117,1625
359,37,106,1472
359,38,106,1472
359,39,106,1472
359,40,95,1319
359,41,116,1611
359,42,112,1555
359,43,112,1555
359,44,111,1541
359,45,144,2000
359,46,87,1208
359,47,112,1555
359,48,110,1527
359,49,109,1513
359,50,119,1652
359,51,134,1861
359,52,99,1375
359,53,79,1097
359,54,123,1708
359,55,117,1625
360,0,112,1555
360,1,119,1652
360,2,101,1402
360,3,102,1416
360,4,106,1472
360,5,133,1847
360,6,122,1694
360,7,117,1625
360,8,102,1416
360,9,98,1361
360,10,109,1513
360,11,130,1805
360,12,113,1569
360,13,107,1486
360,14,110,1527
360,15,170,2361
360,16,129,1791
360,17,95,1319
360,18,106,1472
360,19,98,1361
360,20,103,1430
360,21,113,1569
360,22,96,1333
360,23,74,1027
360,24,134,1861
360,25,106,1472
360,26,98,1361
360,27,100,1388
360,28,101,1402
360,29,113,1569
360,30,117,1625
360,31,144,2000
360,32,201,2791
360,33,116,1611
360,34,102,1416
360,35,86,1194
360,36,103,1430
360,37,128,1777
360,38,118,1638
360,39,116,1611
360,40,135,1875
360,41,143,1986
360,42,121,1680
360,43,117,1625
360,44,133,1847
360,45,124,1722
360,46,101,1402
360,47,131,1819
360,48,110,1527
360,49,133,1847
360,50,117,1625
360,51,86,1194
360,52,131,1819
361,0,93,1291
361,1,116,1611
361,2,110,1527
361,3,117,1625
361,4,121,1680
361,5,109,1513
361,6,101,1402
361,7,86,1194
361,8,111,1541
361,9,123,1708
361,10,81,1125
361,11,155,2152
361,12,100,1388
361,13,130,1805
361,14,112,1555
361,15,112,1555
361,16,96,1333
361,17,115,1597
361,18,94,1305
361,19,109,1513
361,20,121,1680
361,21,106,1472
361,22,139,1930
361,23,108,1500
361,24,121,1680
361,25,141,1958
361,26,136,1888
361,27,101,1402
361,28,111,1541
361,29,110,1527
361,30,106,1472
361,31,98,1361
361,32,90,1250
361,33,100,1388
361,34,109,1513
361,35,129,1791
361,36,98,1361
361,37,102,1416
361,38,121,1680
361,39,82,1138
361,40,103,1430
361,41,91,1263
361,42,91,1263
361,43,110,1527
361,44,134,1861
361,45,120,1666
361,46,86,1194
361,47,127,1763
362,0,103,1430
362,1,130,1805
362,2,90,1250
362,3,140,1944
362,4,134,1861
362,5,127,1763
362,6,115,1597
362,7,102,1416
362,8,108,1500
362,9,105,1458
362,10,94,1305
362,11,112,1555
362,12,103,1430
362,13,94,1305
362,14,92,1277
362,15,140,1944
362,16,110,1527
362,17,104,1444
362,18,93,1291
362,19,103,1430
362,20,113,1569
362,21,101,1402
362,22,117,1625
362,23,98,1361
362,24,84,1166
362,25,88,1222
362,26,110,1527
362,27,115,1597
362,28,111,1541
362,29,75,1041
362,30,129,1791
362,31,89,1236
362,32,131,1819
362,33,109,1513
362,34,130,1805
362,35,118,1638
362,36,110,1527
362,37,112,1555
362,38,85,1180
362,39,108,1500
362,40,115,1597
362,41,74,1027
362,42,101,1402
362,43,105,1458
362,44,104,1444
362,45,120,1666
362,46,79,1097
362,47,135,1875
362,48,105,1458
362,49,83,1152
362,50,100,1388
362,51,106,1472
362,52,145,2013
362,53,84,1166
362,54,112,1555
362,55,119,1652
362,56,147,2041
362,57,81,1125
362,58,105,1458
362,59,125,1736
362,60,108,1500
362,61,137,1902
363,0,125,1736
363,1,124,1722
363,2,155,2152
363,3,117,1625
363,4,119,1652
363,5,112,1555
363,6,129,1791
363,7,117,1625
363,8,93,1291
363,9,120,1666
363,10,118,1638
363,11,92,1277
363,12,110,1527
363,13,126,1750
363,14,116,1611
363,15,108,1500
363,16,122,1694
363,17,123,1708
363,18,113,1569
363,19,109,1513
363,20,18,250
363,21,119,1652
363,22,159,2208
363,23,126,1750
363,24,101,1402
363,25,96,1333
363,26,118,1638
363,27,96,1333
363,28,109,1513
363,29,122,1694
363,30,116,1611
363,31,110,1527
363,32,119,1652
363,33,103,1430
363,34,95,1319
363,35,108,1500
363,36,107,1486
363,37,95,1319
363,38,110,1527
363,39,129,1791
363,40,107,1486
363,41,97,1347
363,42,125,1736
363,43,109,1513
363,44,126,1750
363,45,117,1625
363,46,114,1583
363,47,126,1750
363,48,114,1583
363,49,84,1166
363,50,151,2097
363,51,85,1180
363,52,105,1458
363,53,94,1305
363,54,132,1833
363,55,108,1500
363,56,115,1597
363,57,77,1069
363,58,73,1013
363,59,100,1388
363,60,108,1500
364,0,112,1555
364,1,110,1527
364,2,111,1541
364,3,123,1708
364,4,92,1277
364,5,109,1513
364,6,94,1305
364,7,92,1277
364,8,114,1583
364,9,88,1222
364,10,94,1305
364,11,130,1805
364,12,112,1555
364,13,87,1208
364,14,107,1486
364,15,99,1375
364,16,128,1777
364,17,126,1750
364,18,83,1152
364,19,108,1500
364,20,125,1736
364,21,104,1444
364,22,120,1666
364,23,123,1708
364,24,116,1611
364,25,115,1597
364,26,108,1500
364,27,109,1513
364,28,111,1541
364,29,81,1125
364,30,108,1500
364,31,111,1541
364,32,111,1541
364,33,101,1402
364,34,125,1736
364,35,81,1125
364,36,128,1777
364,37,92,1277
364,38,90,1250
364,39,112,1555
364,40,90,1250
364,41,88,1222
364,42,112,1555
364,43,109,1513
364,44,86,1194
364,45,153,2125
364,46,110,1527
364,47,111,1541
364,48,104,1444
364,49,99,1375
364,50,139,1930
364,51,125,1736
364,52,109,1513
364,53,120,1666
364,54,138,1916
364,55,113,1569
365,0,121,1680
365,1,126,1750
365,2,114,1583
365,3,107,1486
365,4,87,1208
365,5,97,1347
365,6,108,1500
365,7,106,1472
365,8,112,1555
365,9,87,1208
365,10,100,1388
365,11,137,1902
365,12,114,1583
365,13,94,1305
365,14,150,2083
365,15,87,1208
365,16,104,1444
365,17,108,1500
365,18,99,1375
365,19,123,1708
365,20,110,1527
365,21,117,1625
365,22,133,1847
365,23,135,1875
365,24,100,1388
365,25,128,1777
365,26,109,1513
365,27,129,1791
365,28,91,1263
365,29,93,1291
365,30,111,1541
365,31,89,1236
365,32,83,1152
365,33,91,1263
365,34,134,1861
365,35,122,1694
365,36,105,1458
365,37,111,1541
365,38,95,1319
365,39,95,1319
365,40,155,2152
365,41,90,1250
365,42,104,1444
365,43,95,1319
365,44,112,1555
365,45,103,1430
365,46,99,1375
366,0,106,1472
366,1,110,1527
366,2,99,1375
366,3,124,1722
366,4,107,1486
366,5,122,1694
366,6,108,1500
366,7,100,1388
366,8,99,1375
366,9,98,1361
366,10,102,1416
366,11,109,1513
366,12,120,1666
366,13,118,1638
366,14,124,1722
366,15,120,1666
366,16,107,1486
366,17,138,1916
366,18,136,1888
366,19,68,944
366,20,91,1263
366,21,84,1166
366,22,125,1736
366,23,82,1138
366,24,151,2097
366,25,130,1805
366,26,100,1388
366,27,115,1597
366,28,101,1402
366,29,123,1708
366,30,92,1277
366,31,85,1180
366,32,107,1486
366,33,76,1055
366,34,103,1430
366,35,109,1513
366,36,89,1236
366,37,95,1319
366,38,120,1666
366,39,117,1625
366,40,112,1555
366,41,122,1694
366,42,145,2013
366,43,48,666
366,44,121,1680
366,45,118,1638
366,46,119,1652
366,47,146,2027
367,0,103,1430
367,1,132,1833
367,2,109,1513
367,3,115,1597
367,4,139,1930
367,5,93,1291
367,6,124,1722
367,7,100,1388
367,8,102,1416
